ID,Nombre,Universidad,ID Universidad,Campus,ID Campus,Acreditación,Vacantes,Cant. Semestres,Arancel,Área,Horario,Empleabilidad,Ingreso,Admisión,Corte 2017,Corte 2016,Lenguaje,Matemáticas,Historia (Cs. Sociales),Ciencias,NEM,Ranking,Descripción,area_id
2444,"Traductocción Inglés- Español, Mención Negocios Internacionales",Universidad Tecnológica de Chile,45,,194,Si,,8.0,890,Sin área definida,Vespertino,"48,9",600000.0,,,,,,,,,,"El egresado de la carrera Traductor Inglés- Español, Mención Negocios Internacionales de la Universidad Tecnológica de Chile, está capacitado para desempeñarse en los ámbitos de traducción de textos del inglés al español, comunicaciones entre culturas con énfasis en los negocios internacionales, gestión de proyectos en su disciplina, en organizaciones nacionales, extranjeras, públicas, privadas, y propios de manera independiente.",10
2445,"Traductocción Inglés- Español, Mención Negocios Internacionales",Universidad Tecnológica de Chile,45,,197,Si,,8.0,890,Sin área definida,Vespertino,"48,9",600000.0,,,,,,,,,,"El egresado de la carrera Traductor Inglés- Español, Mención Negocios Internacionales de la Universidad Tecnológica de Chile, está capacitado para desempeñarse en los ámbitos de traducción de textos del inglés al español, comunicaciones entre culturas con énfasis en los negocios internacionales, gestión de proyectos en su disciplina, en organizaciones nacionales, extranjeras, públicas, privadas, y propios de manera independiente.",10
2446,"Traductocción Inglés- Español, Mención Negocios Internacionales",Universidad Tecnológica de Chile,45,,200,Si,,8.0,890,Sin área definida,Vespertino,"48,9",600000.0,,,,,,,,,,"El egresado de la carrera Traductor Inglés- Español, Mención Negocios Internacionales de la Universidad Tecnológica de Chile, está capacitado para desempeñarse en los ámbitos de traducción de textos del inglés al español, comunicaciones entre culturas con énfasis en los negocios internacionales, gestión de proyectos en su disciplina, en organizaciones nacionales, extranjeras, públicas, privadas, y propios de manera independiente.",10
2447,"Traductocción Inglés- Español, Mención Negocios Internacionales",Universidad Tecnológica de Chile,45,,202,Si,,8.0,890,Sin área definida,Vespertino,"48,9",600000.0,,,,,,,,,,"El egresado de la carrera Traductor Inglés- Español, Mención Negocios Internacionales de la Universidad Tecnológica de Chile, está capacitado para desempeñarse en los ámbitos de traducción de textos del inglés al español, comunicaciones entre culturas con énfasis en los negocios internacionales, gestión de proyectos en su disciplina, en organizaciones nacionales, extranjeras, públicas, privadas, y propios de manera independiente.",10
2448,"Traductocción Inglés- Español, Mención Negocios Internacionales",Universidad Tecnológica de Chile,45,,186,Si,,8.0,890,Sin área definida,Vespertino,"48,9",600000.0,,,,,,,,,,"El egresado de la carrera Traductor Inglés- Español, Mención Negocios Internacionales de la Universidad Tecnológica de Chile, está capacitado para desempeñarse en los ámbitos de traducción de textos del inglés al español, comunicaciones entre culturas con énfasis en los negocios internacionales, gestión de proyectos en su disciplina, en organizaciones nacionales, extranjeras, públicas, privadas, y propios de manera independiente.",10
2449,"Traductocción Inglés- Español, Mención Negocios Internacionales",Universidad Tecnológica de Chile,45,,194,Si,,8.0,890,Sin área definida,Vespertino,"48,9",600000.0,,,,,,,,,,"El egresado de la carrera Traductor Inglés- Español, Mención Negocios Internacionales de la Universidad Tecnológica de Chile, está capacitado para desempeñarse en los ámbitos de traducción de textos del inglés al español, comunicaciones entre culturas con énfasis en los negocios internacionales, gestión de proyectos en su disciplina, en organizaciones nacionales, extranjeras, públicas, privadas, y propios de manera independiente.",10
2450,"Traductocción Inglés- Español, Mención Negocios Internacionales",Universidad Tecnológica de Chile,45,,197,Si,,8.0,890,Sin área definida,Vespertino,"48,9",600000.0,,,,,,,,,,"El egresado de la carrera Traductor Inglés- Español, Mención Negocios Internacionales de la Universidad Tecnológica de Chile, está capacitado para desempeñarse en los ámbitos de traducción de textos del inglés al español, comunicaciones entre culturas con énfasis en los negocios internacionales, gestión de proyectos en su disciplina, en organizaciones nacionales, extranjeras, públicas, privadas, y propios de manera independiente.",10
2451,"Traductocción Inglés- Español, Mención Negocios Internacionales",Universidad Tecnológica de Chile,45,,200,Si,,8.0,890,Sin área definida,Vespertino,"48,9",600000.0,,,,,,,,,,"El egresado de la carrera Traductor Inglés- Español, Mención Negocios Internacionales de la Universidad Tecnológica de Chile, está capacitado para desempeñarse en los ámbitos de traducción de textos del inglés al español, comunicaciones entre culturas con énfasis en los negocios internacionales, gestión de proyectos en su disciplina, en organizaciones nacionales, extranjeras, públicas, privadas, y propios de manera independiente.",10
2452,"Traductocción Inglés- Español, Mención Negocios Internacionales",Universidad Tecnológica de Chile,45,,202,Si,,8.0,890,Sin área definida,Vespertino,"48,9",600000.0,,,,,,,,,,"El egresado de la carrera Traductor Inglés- Español, Mención Negocios Internacionales de la Universidad Tecnológica de Chile, está capacitado para desempeñarse en los ámbitos de traducción de textos del inglés al español, comunicaciones entre culturas con énfasis en los negocios internacionales, gestión de proyectos en su disciplina, en organizaciones nacionales, extranjeras, públicas, privadas, y propios de manera independiente.",10
2453,Administración Pública,Universidad UNIACC,46,,203,No,,9.0,,Sin área definida,,,,,,,,,,,,,"La carrera de Administración Pública responde a la necesidad de formar profesionales idóneos para la administración de organismos e instituciones públicas o políticas, de modo de contribuir  a la gestión de un Estado que tiene como objetivo la satisfacción de las necesidades de la ciudadanía. El Administrador Público de  UNIACC  posee conocimientos en derecho; economía y gestión pública, como áreas de formación prioritarias,  en un plan de asignaturas conforme a un Estado en pleno proceso de modernización, en el que la probidad y la transparencia juegan un  rol determinante. Nuestro egresado es capaz de realizar análisis de modo crítico respecto de los fenómenos sociales, políticos, económicos y administrativos que le permiten gestionar y dirigir recursos humanos y materiales de la institución en la cual se desempeñen.",10
2454,Arquitectura,Universidad UNIACC,46,,203,No,,10.0,,Administración y comercio,Vespertino,"76,1",1100000.0,,,,,,,,,,"La aplicación teórica conceptual, interdisciplinar de facultad con su articulación de transversalidad de contenidos y líneas temáticas, deberá entregar un aprendizaje de un saber pensar, orientado a una coherencia de fundamentos vinculados a los argumentos en la comprensión de la arquitectura, diseño y artes visuales, como totalidad en el aprendizaje y sello de facultad.",1
2455,Artes Visuales,Universidad UNIACC,46,,203,No,,10.0,,Arte y Arquitectura,Diurno,,,,,,,,,,,,"La carrera  de Artes Visuales promueve una educación integral de excelencia, destinada a formar artistas visuales creativos  y rigurosos, dotados de las competencias transversales y específicas claves para el acceso al conocimiento e interacción social en el área de las Artes y la Comunicación Visual.",3
2456,Comunicación Audiovisual - Cine,Universidad UNIACC,46,,203,No,,10.0,,Arte y Arquitectura,Diurno,"56,9",800000.0,,,,,,,,,,"La Carrera de Comunicación Audiovisual, Especialidad Cine, tiene la misión de formar comunicadores de excelencia, capaces de crear y desarrollar soluciones para las diferentes y amplias necesidades audiovisuales de nuestra sociedad actual. Por medio de asignaturas que van desde  el sonido, la fotografía profesional y la dirección de arte, hasta modelos de producción ejecutiva para la posterior distribución y comercialización de sus piezas cinematográficas, el profesional posee un conocimiento transmedial, que implica abordar nuevas plataformas de distribución y exhibición, tanto nacionales como internacionales.",3
2457,Comunicación Audiovisual - Guiones,Universidad UNIACC,46,,203,No,,10.0,,Arte y Arquitectura,Diurno,"56,9",800000.0,,,,,,,,,,"La Carrera de Comunicación Audiovisual, Especialidad Guiones, tiene la misión de formar comunicadores de excelencia, capaces de crear y desarrollar soluciones para las diferentes y amplias necesidades audiovisuales de nuestra sociedad actual. El comunicador audiovisual de UNIACC, especializado en Guiones, es capaz de crear, diseñar, generar contenidos y comunicar en diversos medios, como televisión y cine, así como en nuevas plataformas digitales e interactivas. Domina técnicas de guion para series, Web Series, teleseries, tele-realidad, guiones cinematográficos y de animación, además de transmedia y storytelling.",3
2458,Comunicación Audiovisual - Televisión,Universidad UNIACC,46,,203,No,,10.0,,Arte y Arquitectura,Diurno,"56,9",800000.0,,,,,,,,,,"La Carrera de Comunicación Audiovisual, Especialidad Televisión, tiene la misión de formar comunicadores de excelencia, capaces de crear y desarrollar soluciones para las diferentes y amplias necesidades audiovisuales de nuestra sociedad actual. El comunicador audiovisual de UNIACC, especializado en Televisión, es capaz de crear, diseñar y comunicar en diversos medios. Puede desempeñarse en todas las etapas de producción televisiva, con amplio manejo de la tecnología. Asimismo, es capaz de realizar, producir y gestionar proyectos en diversos formatos televisivos, en prensa, ficción entretención y nuevas plataformas. Además, conoce la importancia de la autogestión y del trabajo en equipo.",3
2459,Comunicación Audiovisual - Animación Digital,Universidad UNIACC,46,,203,No,,10.0,,Arte y Arquitectura,Diurno,"56,9",800000.0,,,,,,,,,,"La carrera de Comunicación Digital, Animación Digital, tiene la misión de formar comunicadores de excelencia, capaces de crear y desarrollar soluciones para las nuevas plataformas digitales en el ámbito de la comunicación digital. El Comunicador Digital de UNIACC es un profesional capaz de crear contenidos digitales audiovisuales utilizando sensibilidad artística, estrategias comunicacionales y habilidades técnicas, aprovechando su formación multidisciplinaria en el ámbito de la animación y las comunicaciones digitales.",3
2460,Comunicación Digital - Diseño y Desarrollo de videojuegos,Universidad UNIACC,46,,203,No,,10.0,,Arte y Arquitectura,Diurno,"56,9",800000.0,,,,,,,,,,"Comunicación Digital de UNIACC, en Diseño y Desarrollo de Videojuegos, forma profesionales capaces de concebir y desarrollar videojuegos desde su origen conceptual hasta su publicación, desde la perspectiva del arte aplicado, vanguardia tecnológica, interacción digital y la comunicación para diversas plataformas. El Diseñador y Desarrollador de Videojuegos de UNIACC es un profesional que cuenta con una sólida formación disciplinar y profesional en arte aplicado, tecnologías y motores de juegos, como en investigación para la formulación de proyectos, lo que le permite proponer planes de acción y organizar equipos en torno a la materialización de un videojuego desde su origen conceptual hasta su publicación.",3
2461,Comunicación Digital - Interacción en Medios Digitales,Universidad UNIACC,46,,203,No,,10.0,,Tecnología,Diurno,"56,9",800000.0,,,,,,,,,,"Comunicación Digital de UNIACC, en Interacción y Medios Digitales, forma profesionales capaces de crear, analizar y desarrollar herramientas de interacción digital desde su origen conceptual hasta su ejecución, desde la perspectiva de los medios, la vanguardia tecnológica, las artes y la comunicación. El Comunicador Digital en Interacción en Medios Digitales de UNIACC, es un profesional que cuenta con una sólida formación disciplinar y profesional en arte aplicado, tecnologías y medios digitales, como en investigación para la formulación de proyectos, lo que le permite proponer planes de acción y organizar equipos en torno a la materialización de una estrategia de interacción digital desde su origen conceptual hasta su ejecución.",11
2462,Contador Auditor,Universidad UNIACC,46,,203,No,,9.0,,Tecnología,Diurno,,,,,,,,,,,,"El programa responde a la necesidad de formar contadores auditores capaces de proveer apoyo a la gestión de una organización, entregando información contable y financiera fiable y oportuna para la toma de decisiones en los distintos niveles organizacionales. El Contador Auditor de UNIACC se distingue por su sólida formación profesional en Contabilidad y Auditoría, en áreas como Administración, Costos, Tributación, Recursos Humanos y Estados Financieros, con especial énfasis en Control de Gestión y Sistemas de Información, sujeto a un sentido analítico y una visión integral de la organización.",11
2463,Danza y Coreografía,Universidad UNIACC,46,,203,No,,9.0,,Administración y comercio,Diurno,,,,,,,,,,,,"El intérprete en Danza y Coreografía de UNIACC es un artista escénico que domina técnicas y estilos interpretativos y el manejo del lenguaje escénico que le permiten la creación coreográfica, y la elaboración de un discurso estético-artístico a través de la expresión del cuerpo en movimiento, sobre la base de los símbolos y significados de la danza espectáculo. Es un artista crítico y reflexivo que valora como fuentes válidas de conocimiento y aprendizaje, tanto los referentes teóricos, conceptuales y contextuales de la danza, como la práctica y la experimentación en sí mismas. Desarrolla procesos de investigación sobre la base de la experiencia y los estudios en danza, y gestiona y documenta estrategias de producción de su obra personal. De esta forma, contribuye con el desarrollo cultural y de identidad en los contextos en los que participa, desde una perspectiva autoral, activa, reflexiva y crítica.",1
2464,Derecho,Universidad UNIACC,46,,203,No,,10.0,,Arte y Arquitectura,Vespertino,"82,8",,,,,,,,,,,"La carrera tiene como propósito formar profesionales integrales en el ámbito jurídico con los conocimientos y habilidades para desenvolverse en los distintos campos del derecho, bajo un actuar ético en el ejercicio de la profesión, contribuyendo así con su quehacer a la construcción de una sociedad más justa,  equitativa, promoviendo la certeza jurídica. El Licenciado (a) Ciencias Jurídicas y Sociales es un profesional que cuenta con los conocimientos y habilidades necesarias para actuar en diferentes campos del ámbito judicial, social y económico, siendo capaz de analizar, interpretar y aplicar la legislación nacional e internacional, actuando con sensibilidad social y bajo los principios éticos de la profesión a través de medios orales y escritos. Es capaz de adaptarse a los cambios legislativos mediante un aprendizaje permanente en función de los cambios constantes del escenario jurídico.",3
2465,Diseño de Imagen,Universidad UNIACC,46,,203,No,,10.0,,Derecho,Diurno,"47,9",,,,,,,,,,,"Ser un Diseñador de Moda ofrece un espacio de reflexión, creación y producción vinculada a las tecnologías actuales y procesos productivos del diseño de Moda, que implican analizar la evolución del mercado, para adelantarse a las tendencias futuras y generar las nuevas colecciones, considerando los aspectos técnicos y estrategias comerciales de comunicación. Serás capaz de resolver problemas de Diseño de moda, con una percepción innovadora desde la dirección de arte, la producción, la planificación y la comunicación.",6
2466,Diseño Gráfico,Universidad UNIACC,46,,203,No,,9.0,,Arte y Arquitectura,Diurno,,,,,,,,,,,,"Ser un Diseñador ofrece un espacio de reflexión, creación y producción vinculada a las tecnologías actuales y procesos productivos del diseño gráfico contemporáneo, cuyo perfil diferenciador promueve formación en plataformas de soportes análogos y digitales e implementación tecnológica. El plan contempla una fuerte formación en el hacer, vinculada a los talleres, un área destinada a las tecnologías digitales, con laboratorios de prototipado, dos áreas vinculadas a los fundamentos de diseño para formar habilidades en el desarrollo y planteamiento de proyectos, estrategias de comunicación y comercialización.",3
2467,Diseño Gráfico,Universidad UNIACC,46,,203,No,,9.0,,Arte y Arquitectura,Vespertino,,,,,,,,,,,,"Ser un Diseñador ofrece un espacio de reflexión, creación y producción vinculada a las tecnologías actuales y procesos productivos del diseño gráfico contemporáneo, cuyo perfil diferenciador promueve formación en plataformas de soportes análogos y digitales e implementación tecnológica. El plan contempla una fuerte formación en el hacer, vinculada a los talleres, un área destinada a las tecnologías digitales, con laboratorios de prototipado, dos áreas vinculadas a los fundamentos de diseño para formar habilidades en el desarrollo y planteamiento de proyectos, estrategias de comunicación y comercialización.",3
2468,Ingeniería Comercial,Universidad UNIACC,46,,203,No,,10.0,,Arte y Arquitectura,Diurno,"92,5",,,,,,,,,,,"La Carrera de Ingeniería Comercial tiene por objetivo formar profesionales que dirijan y/o asesoren en el ámbito de la gestión organizacional, lo anterior, basado en la interacción de la ciencia administrativa, en áreas como las finanzas, recursos humanos y contabilidad, con un especial énfasis en Gestión Comercial y Marketing empresarial. Nuestro egresado es capaz de liderar estrategias y tomar decisiones sustentadas en su visión analítica para organizar y resolver, identificando dificultades y planteando soluciones, desplegando eficientemente acciones en el campo de los negocios, con especial énfasis en la planeación, implementación y control de soluciones integrales de gestión comercial y marketing que ayuden a construir un clima empresarial competitivo y orientado al mercado.",3
2469,Ingeniería Comercial,Universidad UNIACC,46,,203,No,,10.0,,Administración y comercio,Vespertino,"92,5",,,,,,,,,,,"La Carrera de Ingeniería Comercial tiene por objetivo formar profesionales que dirijan y/o asesoren en el ámbito de la gestión organizacional, lo anterior, basado en la interacción de la ciencia administrativa, en áreas como las finanzas, recursos humanos y contabilidad, con un especial énfasis en Gestión Comercial y Marketing empresarial. Nuestro egresado es capaz de liderar estrategias y tomar decisiones sustentadas en su visión analítica para organizar y resolver, identificando dificultades y planteando soluciones, desplegando eficientemente acciones en el campo de los negocios, con especial énfasis en la planeación, implementación y control de soluciones integrales de gestión comercial y marketing que ayuden a construir un clima empresarial competitivo y orientado al mercado.",1
2470,Ingeniería Comercial en Programa de Titulación y Licenciatura Universitaria,Universidad UNIACC,46,,203,No,,6.0,,Administración y comercio,Diurno,"92,5",,,,,,,,,,,"La Carrera de Ingeniería Comercial tiene por objetivo formar profesionales que dirijan y/o asesoren en el ámbito de la gestión organizacional, lo anterior, basado en la interacción de la ciencia administrativa, en áreas como las finanzas, recursos humanos y contabilidad, con un especial énfasis en Gestión Comercial y Marketing empresarial. Nuestro egresado es capaz de liderar estrategias y tomar decisiones sustentadas en su visión analítica para organizar y resolver, identificando dificultades y planteando soluciones, desplegando eficientemente acciones en el campo de los negocios, con especial énfasis en la planeación, implementación y control de soluciones integrales de gestión comercial y marketing que ayuden a construir un clima empresarial competitivo y orientado al mercado.",1
2471,Ingeniería en Control de Gestión,Universidad UNIACC,46,,203,No,,10.0,,Administración y comercio,Diurno,,,,,,,,,,,,"El programa busca formar Ingenieros en información y control de gestión que sepan alinear los recursos humanos, tecnológicos y de información que posee una organización en pos de alcanzar los objetivos de la misma, basándose en conocimientos sólidos de sistemas de información.",1
2472,Ingeniería Informática Multimedia,Universidad UNIACC,46,,203,No,,10.0,,Tecnología,Diurno,,,,,,,,,,,,"El programa busca formar Ingenieros en información y control de gestión que sepan alinear los recursos humanos, tecnológicos y de información que posee una organización en pos de alcanzar los objetivos de la misma, basándose en conocimientos sólidos de sistemas de información.",11
2473,Música e Interpretación,Universidad UNIACC,46,,203,No,,9.0,,Tecnología,Diurno,"54,4",,,,,,,,,,,"El enfoque de esta propuesta académica, se concentra en la composición musical como  disciplina central. Buscando un equilibrio entre la teoría y la práctica, su diseño curricular consta de tres años de plan común, seguido de un año y medio de especialización en alguna de las siguientes menciones: Medios, Canción y Producción Musical. El egresado de la carrera de Música y Composición de UNIACC, es un profesional capaz de desarrollar procesos creativos que involucran a la música con diversos medios de comunicación; posee el dominio funcional de un instrumento musical, está actualizado en el uso de los recursos tecnológicos que contemplan su quehacer y reconoce las características distintivas de estilos y géneros musicales.",11
2474,Música y Composición,Universidad UNIACC,46,,203,No,,9.0,,Arte y Arquitectura,Diurno,,,,,,,,,,,,"El músico e intérprete de UNIACC posee las habilidades necesarias para desempeñarse en el medio profesional como interprete musical. Con una extensa e intensa formación en lectoescritura de partituras aplicada en su instrumento, es conocedor de las artes musicales y cultiva una variedad de estilos y repertorios asociados a tendencias propias del medio musical, nacional e internacional.",3
2475,Periodismo,Universidad UNIACC,46,,203,No,,10.0,,Arte y Arquitectura,Diurno,,,,,,,,,,,,La carrera de Periodismo tiene como propósito formar profesionales orientados a: Comprender y analizar los fenómenos sociales del entorno con miras a lograr una comunicación periodística efectiva de la realidad nacional e internacional hacia las audiencias. Aplicar destrezas comunicacionales orales y escritas en la transmisión de información noticiosa a las audiencias. Utilizar las herramientas audiovisuales y multimediales que permitan conectar al público con los hechos noticiosos.,3
2476,Psicología,Universidad UNIACC,46,,203,No,,10.0,,Sin área definida,Vespertino,"85,8",,,,,,,,,,,"La Carrera de Psicología de UNIACC tiene como propósito formar psicólogos(as) con un enfoque científico, comprometidos con el bienestar biopsicosocial de las personas; con sólidos conocimientos teóricos, conceptuales y prácticos; capacidad de discernimiento ético y técnico, y sensibilidad social en el ejercicio de la profesión, con miras a contribuir al mejoramiento de la calidad de vida de personas, grupos y organizaciones.",10
2477,Publicidad,Universidad UNIACC,46,,203,No,,10.0,,Salud,Diurno,"67,2",1000000.0,,,,,,,,,,"El publicista de UNIACC aplica la creatividad  de forma transversal en el marco de la profesión, manejando  herramientas comunicacionales para la creación de ideas, diseño y ejecución de estrategias. Es capaz de resolver desafíos publicitarios de marcas en el marco de un contexto global y dinámico y  de interpretar las necesidades de los consumidores para la generación de propuestas publicitarias específicas. Cuenta con las habilidades para aplicar herramientas tecnológicas para distintos medios y plataformas al servicio de las comunicaciones y desarrollar habilidades comunicativas para vender ideas creativas en función de las necesidades de una marca, bajo un actuar que se rige por los principios éticos de la profesión.",9
2478,Relaciones Públicas,Universidad UNIACC,46,,203,No,,10.0,,Sin área definida,Diurno,,,,,,,,,,,,"El Relacionador (a)  Público (a) Corporativo de UNIACC es un profesional con domino en el diseño, implementación y evaluación de estrategias comunicacionales creativas para organizaciones públicas y privadas. Su mirada estratégica para enfrentar los desafíos comunicacionales y sus conocimientos en diversos ámbitos de la comunicación corporativa y el marketing, permiten que cumpla un rol clave en la identificación de oportunidades y tendencias para agregar valor con su quehacer a la gestión integral de una organización.",10
2479,Teatro y Comunicación Escénica,Universidad UNIACC,46,,203,No,,9.0,,Humanidades,Diurno,"33,3",,,,,,,,,,,"La Escuela de Teatro y Comunicación Escénica tiene como objetivo formar actores y comunicadores escénicos, desde una mirada actualizada  sobre las tendencias de las Artes Escénicas, y reflexiva en relación a su medio social;  que sean  capaces de convivir durante su formación académica con los principios éticos  del trabajo colaborativo, como la inclusión y el respeto hacia la diversidad cultural, en perspectiva hacia  las exigencias del medio artístico y profesional.",8
2480,Trabajo Social,Universidad UNIACC,46,,203,No,,10.0,,Arte y Arquitectura,Diurno,,,,,,,,,,,,"La carrera de Trabajo Social de UNIACC tiene como propo´sito formar profesionales en la disciplina que actu´en como facilitadores y agentes de cambio social, orientados a identificar las necesidades y generar estrategias efectivas y eficientes en la solucio´n de las problema´ticas sociales de la poblacio´n, teniendo como mirada esencial en sus campos de intervencio´n profesional las tema´ticas ligadas a la diversidad cultural y social, a la igualdad e inclusio´n, propias de una sociedad global, dina´mica y cambiante.",3
2481,Traducción e Interpretariado Bilingue (Inglés - Español),Universidad UNIACC,46,,203,No,,10.0,,Ciencias Sociales,Diurno,,,,,,,,,,,,"La carrera promueve una formación académica sustentada en aprender- haciendo, a través de la cual los estudiantes combinan teoría y práctica y se vinculan desde su primer año de estudios con la realidad laboral a través de trabajos de traducción realizados en el Centro de Traducción de la Carrera para clientes reales. Asimismo, aplican las habilidades de la interpretación simultánea y consecutiva, en las cabinas de interpretación disponibles para los estudiantes durante su proceso de aprendizaje.",5
2482,Derecho,Universidad Pedro de Valdivia,47,,211,No,,10.0,,Sin área definida,Diurno,"73,1",,,,,,,,,,,"El Licenciado en Ciencias Jurídicas y Sociales de la Universidad Pedro de Valdivia es un profesional con un alto grado de responsabilidad social, interesado en el conocimiento jurídico y capaz de adaptarse a los cambios en dicho ordenamiento con una mirada reflexiva y crítica. Formados por un cuerpo docente de gran experiencia dentro del mundo del derecho, en una estrecha relación académica, los egresados de nuestra universidad se insertan exitosamente en el campo laboral siendo agentes de cambio capaces de interactuar con los diversos actores del quehacer nacional en el ámbito público y privado.",10
2483,Derecho,Universidad Pedro de Valdivia,47,,209,No,,10.0,,Derecho,Diurno,"73,1",,,,,,,,,,,"El Licenciado en Ciencias Jurídicas y Sociales de la Universidad Pedro de Valdivia es un profesional con un alto grado de responsabilidad social, interesado en el conocimiento jurídico y capaz de adaptarse a los cambios en dicho ordenamiento con una mirada reflexiva y crítica. Formados por un cuerpo docente de gran experiencia dentro del mundo del derecho, en una estrecha relación académica, los egresados de nuestra universidad se insertan exitosamente en el campo laboral siendo agentes de cambio capaces de interactuar con los diversos actores del quehacer nacional en el ámbito público y privado.",6
2484,Derecho,Universidad Pedro de Valdivia,47,,207,No,,10.0,,Derecho,Diurno,"73,1",,,,,,,,,,,"El Licenciado en Ciencias Jurídicas y Sociales de la Universidad Pedro de Valdivia es un profesional con un alto grado de responsabilidad social, interesado en el conocimiento jurídico y capaz de adaptarse a los cambios en dicho ordenamiento con una mirada reflexiva y crítica. Formados por un cuerpo docente de gran experiencia dentro del mundo del derecho, en una estrecha relación académica, los egresados de nuestra universidad se insertan exitosamente en el campo laboral siendo agentes de cambio capaces de interactuar con los diversos actores del quehacer nacional en el ámbito público y privado.",6
2485,Derecho,Universidad Pedro de Valdivia,47,,210,No,,10.0,,Derecho,Diurno,"73,1",,,,,,,,,,,"El Licenciado en Ciencias Jurídicas y Sociales de la Universidad Pedro de Valdivia es un profesional con un alto grado de responsabilidad social, interesado en el conocimiento jurídico y capaz de adaptarse a los cambios en dicho ordenamiento con una mirada reflexiva y crítica. Formados por un cuerpo docente de gran experiencia dentro del mundo del derecho, en una estrecha relación académica, los egresados de nuestra universidad se insertan exitosamente en el campo laboral siendo agentes de cambio capaces de interactuar con los diversos actores del quehacer nacional en el ámbito público y privado.",6
2486,Derecho,Universidad Pedro de Valdivia,47,,205,No,,10.0,,Derecho,Diurno,"73,1",,,,,,,,,,,"El Licenciado en Ciencias Jurídicas y Sociales de la Universidad Pedro de Valdivia es un profesional con un alto grado de responsabilidad social, interesado en el conocimiento jurídico y capaz de adaptarse a los cambios en dicho ordenamiento con una mirada reflexiva y crítica. Formados por un cuerpo docente de gran experiencia dentro del mundo del derecho, en una estrecha relación académica, los egresados de nuestra universidad se insertan exitosamente en el campo laboral siendo agentes de cambio capaces de interactuar con los diversos actores del quehacer nacional en el ámbito público y privado.",6
2487,Derecho,Universidad Pedro de Valdivia,47,,204,No,,10.0,,Derecho,Diurno,"73,1",,,,,,,,,,,"El Licenciado en Ciencias Jurídicas y Sociales de la Universidad Pedro de Valdivia es un profesional con un alto grado de responsabilidad social, interesado en el conocimiento jurídico y capaz de adaptarse a los cambios en dicho ordenamiento con una mirada reflexiva y crítica. Formados por un cuerpo docente de gran experiencia dentro del mundo del derecho, en una estrecha relación académica, los egresados de nuestra universidad se insertan exitosamente en el campo laboral siendo agentes de cambio capaces de interactuar con los diversos actores del quehacer nacional en el ámbito público y privado.",6
2488,Derecho,Universidad Pedro de Valdivia,47,,211,No,,10.0,,Derecho,Vespertino,"73,1",,,,,,,,,,,"El Licenciado en Ciencias Jurídicas y Sociales de la Universidad Pedro de Valdivia es un profesional con un alto grado de responsabilidad social, interesado en el conocimiento jurídico y capaz de adaptarse a los cambios en dicho ordenamiento con una mirada reflexiva y crítica. Formados por un cuerpo docente de gran experiencia dentro del mundo del derecho, en una estrecha relación académica, los egresados de nuestra universidad se insertan exitosamente en el campo laboral siendo agentes de cambio capaces de interactuar con los diversos actores del quehacer nacional en el ámbito público y privado.",6
2489,Derecho,Universidad Pedro de Valdivia,47,,209,No,,10.0,,Derecho,Vespertino,"73,1",,,,,,,,,,,"El Licenciado en Ciencias Jurídicas y Sociales de la Universidad Pedro de Valdivia es un profesional con un alto grado de responsabilidad social, interesado en el conocimiento jurídico y capaz de adaptarse a los cambios en dicho ordenamiento con una mirada reflexiva y crítica. Formados por un cuerpo docente de gran experiencia dentro del mundo del derecho, en una estrecha relación académica, los egresados de nuestra universidad se insertan exitosamente en el campo laboral siendo agentes de cambio capaces de interactuar con los diversos actores del quehacer nacional en el ámbito público y privado.",6
2490,Derecho,Universidad Pedro de Valdivia,47,,207,No,,10.0,,Derecho,Vespertino,"73,1",,,,,,,,,,,"El Licenciado en Ciencias Jurídicas y Sociales de la Universidad Pedro de Valdivia es un profesional con un alto grado de responsabilidad social, interesado en el conocimiento jurídico y capaz de adaptarse a los cambios en dicho ordenamiento con una mirada reflexiva y crítica. Formados por un cuerpo docente de gran experiencia dentro del mundo del derecho, en una estrecha relación académica, los egresados de nuestra universidad se insertan exitosamente en el campo laboral siendo agentes de cambio capaces de interactuar con los diversos actores del quehacer nacional en el ámbito público y privado.",6
2491,Derecho,Universidad Pedro de Valdivia,47,,210,No,,10.0,,Derecho,Vespertino,"73,1",,,,,,,,,,,"El Licenciado en Ciencias Jurídicas y Sociales de la Universidad Pedro de Valdivia es un profesional con un alto grado de responsabilidad social, interesado en el conocimiento jurídico y capaz de adaptarse a los cambios en dicho ordenamiento con una mirada reflexiva y crítica. Formados por un cuerpo docente de gran experiencia dentro del mundo del derecho, en una estrecha relación académica, los egresados de nuestra universidad se insertan exitosamente en el campo laboral siendo agentes de cambio capaces de interactuar con los diversos actores del quehacer nacional en el ámbito público y privado.",6
2492,Derecho,Universidad Pedro de Valdivia,47,,205,No,,10.0,,Derecho,Vespertino,"73,1",,,,,,,,,,,"El Licenciado en Ciencias Jurídicas y Sociales de la Universidad Pedro de Valdivia es un profesional con un alto grado de responsabilidad social, interesado en el conocimiento jurídico y capaz de adaptarse a los cambios en dicho ordenamiento con una mirada reflexiva y crítica. Formados por un cuerpo docente de gran experiencia dentro del mundo del derecho, en una estrecha relación académica, los egresados de nuestra universidad se insertan exitosamente en el campo laboral siendo agentes de cambio capaces de interactuar con los diversos actores del quehacer nacional en el ámbito público y privado.",6
